nb_mut	nb_clones	cancer_type	nb_sig_subMU	seed	perc_dip	loglikelihood_MU	loglikelihood_nopi_MU	loglikelihood_subMU	loglikelihood_nopi_subMU	timestamp
20	2	5	18	33	0.4	-157.10064890615806	-161.0172380083668	-163.12949094059772	-166.38114095075477	1581935968.6822462
20	2	5	18	34	0.6	-142.4286038205573	-145.00871998718134	-143.83425903624467	-145.89258438919495	1581935979.3544548
20	2	5	18	35	0.8	-133.8753209947744	-137.59431297940358	-135.3751506808284	-138.37718050672638	1581936003.0872967
20	2	5	18	36	1.0	-136.27274854441453	-139.5246313905325	-139.66881227307871	-141.11206959824992	1581935970.9150934
20	2	6	17	37	0.0	-160.29744944406085	-163.786456097354	-166.707309975907	-169.56747892173337	1581936265.950002
20	2	6	17	38	0.2	-168.84956715417573	-171.38585313201867	-171.17293308104988	-172.408655433519	1581935970.6154742
20	2	6	17	39	0.4	-151.51437293788788	-155.779586121702	-152.41234588099553	-156.183373710897	1581935973.087649
20	2	6	17	40	0.6	-149.75898339837642	-152.98073628863156	-154.09324646048702	-156.00386868036327	1581935973.9019148
20	2	6	17	41	0.8	-157.70022152970162	-160.0757218912542	-159.33587312300872	-160.7857836620414	1581935969.814254
20	2	6	17	42	1.0	-133.13207669381038	-135.95846214932035	-136.94456229740558	-139.38258829629999	1581935968.7495158
20	2	7	11	43	0.0	-156.19245092109338	-158.00530985091555	-159.72666702325128	-160.61619302825628	1581936082.5757596
20	2	7	11	44	0.2	-156.45859920197287	-163.03301635793846	-159.63306304125672	-165.3792169168212	1581935984.1214147
20	2	7	11	45	0.4	-146.85982325224353	-151.52086637897747	-152.96858017553538	-155.2176617069357	1581935990.8736029
20	2	7	11	46	0.6	-146.25616765272375	-152.08144296812162	-151.57989265845586	-155.47085590584715	1581935984.4112403
20	2	7	11	47	0.8	-136.09799302344834	-141.43823471579572	-139.27357405933563	-144.18199217471997	1581935981.8010957
20	2	7	11	48	1.0	-133.02358567698968	-138.2199642353755	-137.68033188458827	-142.42252918721599	1581935983.5883462
20	2	8	5	49	0.0	-136.91293862441972	-140.3503110618291	-144.09334774073488	-144.19314818888702	1581935984.283206
20	2	8	5	50	0.2	-150.30281337363425	-151.7893177536765	-158.53446169276398	-158.53433922560836	1581935981.5007803
20	2	8	5	51	0.4	-150.3975014123941	-155.14874599721247	-163.8993111442016	-165.05707655372098	1581935982.4068315
20	2	8	5	52	0.6	-135.54319746664896	-142.07858918842004	-145.7950365064653	-146.99692956994278	1581935982.9903057
20	2	8	5	53	0.8	-149.6030440370146	-152.73886003874966	-159.76675562858827	-160.71041330004147	1581936204.448294
20	2	8	5	54	1.0	-143.1527370598629	-149.09719279333245	-155.4361391219788	-156.2289333804344	1581935981.9902215
20	2	9	15	55	0.0	-162.61038312492727	-166.49670122173643	-168.51043498105213	-170.4456992648415	1581935992.5079827
20	2	9	15	56	0.2	-140.42679533846257	-143.41058577915183	-143.06608406000302	-144.89605809559163	1581936265.9202337
20	2	9	15	57	0.4	-155.86029331107315	-159.7356608625986	-162.30118361293674	-166.10848600925468	1581935984.5438607
20	2	9	15	58	0.6	-136.07430216706058	-138.3358436610139	-136.11878353266772	-138.33046861155242	1581935983.6437967
20	2	9	15	59	0.8	-155.06495426405544	-158.74338146063627	-159.29981107282185	-160.914529078458	1581936245.9302146
20	2	9	15	60	1.0	-134.038813681298	-137.48487301821962	-136.84202756743488	-139.17081601048193	1581935985.6267688
20	2	10	12	61	0.0	-158.36864061663246	-161.6517383560816	-164.08607906887076	-166.09287709018602	1581935985.6263962
20	2	10	12	62	0.2	-152.9336870620657	-155.72651880825873	-156.77278929030643	-157.95800083302754	1581935982.495623
20	2	10	12	63	0.4	-158.652124978468	-166.36502166828726	-164.90922160882099	-170.54088546633002	1581935983.387778
20	2	10	12	64	0.6	-131.41667033015688	-133.49249766565393	-134.1590095985661	-136.0704322305271	1581935982.824444
20	2	10	12	65	0.8	-154.29298483570562	-155.27437322984838	-154.66236939659194	-155.28970751496863	1581936083.6507053
20	2	10	12	66	1.0	-143.61305460802342	-150.64632420389327	-148.67088953738264	-153.15601003009124	1581936006.9504697
20	2	11	13	67	0.0	-154.8326860166306	-161.58100476305393	-159.01876770694705	-164.49652664939487	1581935987.439059
20	2	11	13	68	0.2	-144.8571887421385	-148.5573850570515	-148.3320167484967	-150.33397772559803	1581936009.055125
20	2	11	13	69	0.4	-136.34002284591898	-137.93666987925036	-139.71398407287376	-140.8560968904585	1581936000.0191462
20	2	11	13	70	0.6	-140.87509219022454	-143.76830434899026	-145.25019962548575	-147.45805875743346	1581936007.7652705
20	2	11	13	71	0.8	-140.35109545404038	-143.21231073537515	-142.09566148083402	-143.8744298179514	1581936000.0030842
20	2	11	13	72	1.0	-146.62600876352715	-151.47801896941775	-147.68754697134744	-152.14658431578218	1581935997.9047945
20	2	12	6	73	0.0	-163.1078879481366	-164.7070975103279	-173.17972868796792	-173.27370148289788	1581935999.4474819
20	2	12	6	74	0.2	-151.74026268286303	-156.0281518478721	-158.97026246958708	-160.19683134621994	1581935997.1248937
20	2	12	6	75	0.4	-157.9371092258635	-162.4490432942415	-166.8524377619745	-169.4145901542929	1581936005.100533
20	2	12	6	76	0.6	-132.373771165793	-135.61811396335773	-137.78204477198247	-140.90079526342154	1581936000.074851
20	2	12	6	77	0.8	-125.83634810412457	-126.97376111349979	-126.61683807183852	-127.6105299249292	1581935998.3491938
20	2	12	6	78	1.0	-143.2083622901768	-146.92874960191867	-149.46774429334846	-150.6087636537801	1581935997.579742
20	2	13	10	79	0.0	-156.02421107548358	-159.07321757783973	-160.01824197874825	-161.26773339488702	1581936008.4255424
20	2	13	10	80	0.2	-145.8773106276004	-148.54695474391985	-148.9632975945552	-150.2729794218548	1581936001.0622451
20	2	13	10	81	0.4	-150.92742508596095	-153.52564528635136	-154.7495555013221	-156.48750713419724	1581935999.401561
20	2	13	10	82	0.6	-135.9638106216738	-137.11211360577536	-139.69108073480967	-140.2195833010073	1581936211.4845042
20	2	13	10	83	0.8	-151.08965164866777	-155.30259650436096	-154.84840981860404	-157.74698105639905	1581935998.0135653
20	2	13	10	84	1.0	-117.54021951361251	-118.67011968931746	-119.5471266204315	-120.60649680892789	1581935999.4494357
20	2	14	23	85	0.0	-144.36805767288118	-147.62803326311897	-145.16925265423	-148.15625615921653	1581936002.055963
20	2	14	23	86	0.2	-133.30177747673142	-137.37119126174028	-133.9247042910372	-137.30033607841364	1581935998.4709296
20	2	14	23	87	0.4	-164.38689552401544	-168.9956680459748	-166.20245496832717	-170.37812492823724	1581936268.117604
20	2	14	23	88	0.6	-149.0837947616092	-155.7229711629944	-151.46497836571106	-157.01225590293717	1581936002.0216362
20	2	14	23	89	0.8	-152.1376574916607	-154.60866474683218	-155.28421453325168	-156.96787825748044	1581969974.8186696
20	2	14	23	90	1.0	-150.80183680752086	-156.54795835685178	-153.02302578151713	-156.76477358637734	1581976380.1417487
20	2	15	12	91	0.0	-144.13982118510285	-148.43798856248713	-146.06403767870648	-148.93043525310512	1581977042.7173228
20	2	15	12	92	0.2	-166.34388969476998	-169.2683603915573	-170.87410601677314	-172.53052057433501	1581976373.8015816
20	2	15	12	93	0.4	-149.03203166555411	-151.62665264243068	-155.55379476208012	-157.72553957784842	1581976824.4743547
20	2	15	12	94	0.6	-144.50863932566645	-146.92866950451284	-149.307033334785	-149.4830359934001	1581991349.0351126
20	2	15	12	95	0.8	-142.28842885827768	-144.4013636315322	-145.75719280061838	-147.46314922272256	1581991357.1256487
20	2	15	12	96	1.0	-128.856044871383	-131.66286010860472	-137.9779718185681	-139.9371522192754	1581991627.7361114
20	2	16	7	97	0.0	-162.8627112035672	-168.01431626817518	-167.40435926886568	-171.56137601967148	1581941629.4667425
20	2	16	7	98	0.2	-142.9057596805885	-145.23018200317884	-145.01238570828548	-146.7793605144239	1581940755.856849
20	2	16	7	99	0.4	-153.0154444146363	-156.5298663722901	-158.80522335872527	-162.1218411544205	1581991403.2284846
20	2	16	7	100	0.6	-144.55280580231704	-149.51674558678212	-149.15759508890403	-151.89231056705324	1581991332.5094097
20	2	16	7	101	0.8	-156.0172245403989	-160.25193473655273	-159.5327890037855	-161.5276239339674	1581991332.7759054
20	2	16	7	102	1.0	-142.34218669255858	-145.0723710831395	-147.48824546122847	-148.22335367525758	1581963635.8263834
20	2	17	10	103	0.0	-136.4760110294562	-139.1127718993587	-140.43707566425897	-143.13123926207763	1581939587.778713
20	2	17	10	104	0.2	-129.3644130659263	-130.6530954782437	-135.03821093227765	-135.56437584012355	1581991042.6687326
20	2	17	10	105	0.4	-147.6158861340043	-151.07082532708753	-155.43610886046784	-157.65151511190703	1581991066.3594527
20	2	17	10	106	0.6	-152.40146528158462	-154.949460744205	-157.51838167228672	-158.8114011591759	1581973808.9701624
20	2	17	10	107	0.8	-142.22839404533286	-143.37237104767087	-143.77421646317222	-144.11182443922903	1581991421.366089
20	2	17	10	108	1.0	-131.15678499274202	-134.70203073843322	-134.4560335027975	-137.2369015233554	1581991417.8191762
20	2	18	13	109	0.0	-160.78841984618134	-166.5845833499714	-164.89685145079278	-169.46511368582114	1581993247.3895433
20	2	18	13	110	0.2	-159.89944804786953	-163.46311920502382	-164.71058084660382	-165.9578416486564	1581991344.5832846
20	2	18	13	111	0.4	-154.0240568659249	-157.06566532645678	-156.80915358741996	-158.2933850299876	1581991344.2080429
20	2	18	13	112	0.6	-159.34457268588898	-165.8626538269544	-165.04448208752808	-168.3640204063725	1581991341.4201126
20	2	18	13	113	0.8	-149.7590697760726	-152.54382628771745	-155.30795849881017	-156.62236242255503	1581948833.5924675
20	2	18	13	114	1.0	-147.97312258819937	-150.4535166951949	-152.75356300398863	-153.337847588119	1581991345.369859
20	2	19	19	115	0.0	-158.37773862817278	-161.29391562508155	-159.89678909443242	-161.81249501796748	1581991886.9837363
20	2	19	19	116	0.2	-150.1785344600831	-154.79357504259588	-151.70388134122297	-156.0784718086796	1581991642.9145374
20	2	19	19	117	0.4	-157.88010556272775	-160.0519251726821	-160.34283893917245	-161.66032030094846	1581991346.1250358
20	2	19	19	118	0.6	-147.50250242497862	-151.2367999517723	-149.88240013874378	-152.36645169876908	1581991371.0019565
20	2	19	19	119	0.8	-156.89884708036345	-162.03740216230682	-162.64543686553685	-165.8785746057424	1581993742.4195771
20	2	19	19	120	1.0	-128.09258858412605	-135.8229368491512	-131.63351807958878	-138.62681925272727	1581991483.9874806
20	2	20	13	121	0.0	-161.17065429406148	-164.41541696751375	-165.88173893208892	-168.04667619878046	1581991383.280204
20	2	20	13	122	0.2	-146.6506034112504	-147.5884404420391	-145.80084727675683	-148.08313888733548	1581975670.441787
20	2	20	13	123	0.4	-153.46868859254005	-158.38615462488443	-159.49271606461394	-162.9754676638943	1581988226.511409
20	2	20	13	124	0.6	-138.69974065178488	-143.78722492509002	-140.69169203872843	-144.49184761888915	1581939915.9539926
20	2	20	13	125	0.8	-150.3102581699937	-153.67051182824497	-158.91358019106815	-159.93693319981662	1581991406.6258204
20	2	20	13	126	1.0	-138.5280444802815	-144.236712917861	-139.69247247702685	-144.97363367841845	1581991505.1522143
20	2	21	15	127	0.0	-147.4232094695771	-147.42273706351767	-147.3640373807769	-148.35173536481355	1581991538.4103281
20	2	21	15	128	0.2	-154.17758214517173	-158.95341493084538	-155.81497379085232	-159.4228927739345	1581990677.8403697
20	2	21	15	129	0.4	-158.88704326062182	-163.4324006799853	-165.1140759706709	-166.56636590545097	1581991439.0364778
20	2	21	15	130	0.6	-131.56919263571913	-133.54073352661516	-134.0648796964733	-134.98716040404744	1581963266.7682772
20	2	21	15	131	0.8	-128.53876007822535	-132.08933432481084	-132.10996332143299	-133.72867572249055	1581991865.9139404
20	2	21	15	132	1.0	-163.10833164777404	-166.02725335822808	-168.8247918925393	-170.26278882432302	1581991794.5939372
20	2	22	16	133	0.0	-152.10991048770478	-152.72101206268283	-155.3798360121656	-155.74683506480125	1581990228.1643512
20	2	22	16	134	0.2	-166.84068914714837	-169.78640269462238	-168.91040583411004	-172.5260390460666	1581963048.2676702
20	2	22	16	135	0.4	-147.01357757530752	-149.2850438985593	-148.08525456344083	-150.7096403621729	1581960731.2313373
20	2	22	16	136	0.6	-150.91539009379176	-156.7395469399007	-156.9393789271171	-159.31739633112318	1581981593.0427094
20	2	22	16	137	0.8	-148.72550387694108	-153.94769272445126	-151.6128880007095	-154.97836785761342	1581991746.2158346
20	2	22	16	138	1.0	-139.56289510757605	-142.07519198763623	-142.98152884015894	-145.1221508330211	1581991762.0361369
20	2	23	12	139	0.0	-144.04825276488285	-146.31050460294236	-148.52253947204974	-150.361117199446	1581992384.3016682
20	2	23	12	140	0.2	-147.65858284803357	-152.0096766261736	-149.76707715256725	-153.83648622519829	1581991785.4387233
20	2	23	12	141	0.4	-146.44241964693606	-150.05338657497924	-152.7086910156679	-155.055445924571	1581991866.1197488
20	2	23	12	142	0.6	-146.80754477790458	-151.46293189937288	-150.43750333019784	-153.85748822649026	1581960555.80822
20	2	23	12	143	0.8	-139.58198452450068	-145.24722838615887	-143.97770502402642	-149.05079868543515	1581991758.5026574
20	2	23	12	144	1.0	-150.12094293693062	-152.46068891692815	-151.03978738028212	-152.7974399917943	1581991813.0496254
20	2	24	16	145	0.0	-129.97874544732105	-131.06751059668915	-131.03738685331012	-132.01096731648894	1581992116.524327
20	2	24	16	146	0.2	-128.30662118031321	-130.713972715159	-128.30604504023523	-130.77541927413856	1581992043.9362085
20	2	24	16	147	0.4	-148.19035813341128	-148.18151909400802	-150.36907548987298	-151.30033162137062	1581991875.4909816
20	2	24	16	148	0.6	-139.21483517413756	-142.00662029466284	-139.25854032724658	-142.01950930276044	1581991793.243253
20	2	24	16	149	0.8	-136.3275177316313	-139.28631058771583	-136.75670271075114	-139.6318633694861	1581989833.29218
20	2	24	16	150	1.0	-137.98437472388946	-140.185809465088	-140.45982860577342	-141.90338077800837	1581991381.4310727
20	2	25	20	151	0.0	-159.52206434680053	-160.95071925243127	-160.0704435371479	-161.09024141688144	1581973640.7511387
20	2	25	20	152	0.2	-154.34177409053015	-157.2135767349775	-156.40967680274676	-158.83355064079961	1581991826.3552525
20	2	25	20	153	0.4	-140.38273389912072	-145.38115154310356	-145.04215081112454	-148.92917689395884	1581991758.7784586
20	2	25	20	154	0.6	-145.53762814411408	-150.65981794432238	-151.2041414780226	-154.45541547315247	1581991758.3183675
20	2	25	20	155	0.8	-125.6138902112488	-128.93126966509408	-130.75093886635537	-133.1301344226866	1581991775.6251502
20	2	25	20	156	1.0	-124.91526730136422	-129.62916905535207	-129.85365158296304	-132.3923046831755	1581992382.2396708
20	2	26	11	157	0.0	-155.05598392247575	-160.46509820197602	-164.9980620939295	-167.1632633968212	1581975707.8365877
20	2	26	11	158	0.2	-148.76868574134164	-152.745723900637	-153.04035585023632	-155.71472434245433	1581991800.1717653
20	2	26	11	159	0.4	-136.13063177924542	-140.31246693152573	-138.08091950772007	-141.28635525155278	1581991875.4242387
20	2	26	11	160	0.6	-151.9748918022596	-154.72854453910983	-156.18982483570898	-157.73643808102125	1581991767.3727114
20	2	26	11	161	0.8	-146.87094720430804	-152.9356876357226	-153.99968303826824	-156.40415268750016	1581991766.3799233
20	2	26	11	162	1.0	-150.7586158927815	-155.28255055813534	-156.40764141439368	-158.91854967939605	1581991766.5587313
20	2	27	18	163	0.0	-154.4364448844059	-156.40278477100844	-157.7114736193733	-159.92037404490787	1581992053.8775036
20	2	27	18	164	0.2	-142.61455102259072	-145.81643265773437	-144.04006878488468	-146.9108658695011	1581943846.117737
20	2	27	18	165	0.4	-139.45369615766677	-140.65897034489694	-140.92598749513832	-141.44020083739375	1581991784.2305903
20	2	27	18	166	0.6	-151.64154933582196	-155.49099793166857	-155.14007737523428	-157.11197884524861	1581991775.5961592
20	2	27	18	167	0.8	-149.25865632977855	-153.0302130098915	-155.09759986684438	-157.4598317979744	1581991771.0216696
20	2	27	18	168	1.0	-136.46052405332827	-139.90947530290026	-139.30600806868142	-142.7776371943798	1581979419.9160438
20	2	28	13	169	0.0	-123.95864032572102	-129.40291627358178	-126.25344622007	-130.90647137371886	1581984731.6903663
20	2	28	13	170	0.2	-133.27696178453408	-134.91644932150342	-135.21030782327722	-136.64306348276284	1581976287.278931
20	2	28	13	171	0.4	-136.83497286350158	-139.56987462967487	-137.59441057364768	-140.01426893700486	1581991794.4812613
20	2	28	13	172	0.6	-148.06188932408992	-151.75238132612574	-152.60317966177163	-155.83442882007427	1581952608.4828005
20	2	28	13	173	0.8	-139.65816956692188	-145.1738203738745	-140.6499407077649	-146.09070911532646	1581952608.423056
20	2	28	13	174	1.0	-134.48174450194776	-138.80494360142023	-137.90874937092363	-141.33983560588982	1581975654.8216405
20	2	29	14	175	0.0	-125.9491633502101	-129.02213567666928	-128.1027507776472	-129.42837874868013	1581991826.1701803
20	2	29	14	176	0.2	-152.09645550119438	-156.47459475469876	-158.6469492852826	-161.2054899199833	1581992117.0406852
20	2	29	14	177	0.4	-150.5722528838084	-151.0650534685941	-150.71964404246978	-152.52062992200726	1581992044.5798151
20	2	29	14	178	0.6	-126.26115632106871	-126.49451627209854	-128.10001221630594	-128.23156864751562	1581991795.1521306
20	2	29	14	179	0.8	-147.139324034254	-151.79887060640664	-156.67129208419544	-158.27919567124275	1581991788.3420255
20	2	29	14	180	1.0	-139.5289915989567	-145.52354704635889	-141.46470218069652	-146.4998276514411	1581992384.1272418
20	2	30	14	181	0.0	-146.64876887566314	-153.25257861577185	-148.71767929533712	-155.38101814797605	1581991830.5482264
20	2	30	14	182	0.2	-153.9155072580851	-157.23461640401536	-156.87933022743428	-159.38777613343692	1581991382.1294196
20	2	30	14	183	0.4	-142.97752683288888	-144.98036785310137	-148.6396894302598	-150.7085771518906	1581991800.4123085
20	2	30	14	184	0.6	-151.96348373317073	-154.39015212328246	-158.29935320326746	-160.02398471835014	1581991789.6917372
20	2	30	14	185	0.8	-147.76271776971174	-150.23692389778142	-152.43127797217923	-154.76763120060698	1581950546.0199862
20	2	30	14	186	1.0	-140.22193975134542	-144.00262001230385	-143.1776443091957	-145.66162114084466	1581991879.5675113
50	2	0	7	187	0.0	-381.422237311007	-381.9007066947362	-388.81391646960935	-388.8122274414968	1581992116.4819777
50	2	0	7	188	0.2	-388.7061181791896	-393.20239901346525	-393.91243923917676	-396.2598055853749	1581991845.2957575
50	2	0	7	189	0.4	-365.8101644023657	-368.83831274714396	-369.18584224834785	-371.5317802700337	1581991882.0000815
50	2	0	7	190	0.6	-365.89383405318574	-370.5137968010133	-373.7821863847048	-374.7639339924567	1581950291.4089854
50	2	0	7	191	0.8	-383.26743275290283	-388.7331571441253	-391.89401874556984	-393.9197387780664	1581991792.9919348
50	2	0	7	192	1.0	-338.3706416969263	-343.55973116268336	-346.1609741241444	-347.00790668620317	1581991807.96058
50	2	1	8	193	0.0	-410.54382223844414	-413.8846984705978	-413.88443097937113	-415.20631160890457	1581991838.12701
50	2	1	8	194	0.2	-381.97331957734406	-383.047704830364	-384.49951011457466	-384.9749156723644	1581991813.8371181
50	2	1	8	195	0.4	-384.6355659247917	-391.0733385437419	-392.84662444116935	-397.0704812103376	1581974530.556003
50	2	1	8	196	0.6	-381.90732353409345	-389.62168589790934	-391.05788013810377	-397.18041443808863	1581980094.7007117
50	2	1	8	197	0.8	-325.0231736074029	-325.6328464659037	-325.5504513234572	-325.96303548295816	1581991813.5383441
50	2	1	8	198	1.0	-372.6294911858184	-378.6170213411029	-378.98404296053263	-380.97230244836885	1581949644.5632455
50	2	2	20	199	0.0	-392.6088816992127	-394.02570158653015	-393.9888939474592	-395.2621482804355	1581991810.4431322
50	2	2	20	200	0.2	-380.4032722432089	-383.91280455260215	-383.8058956372882	-385.63590585801	1581992387.897173
50	2	2	20	201	0.4	-380.91000907668814	-385.12198248109064	-384.8105769219336	-388.3730600531434	1581991837.9496522
50	2	2	20	202	0.6	-367.1335446904007	-376.45145084706866	-369.55439689755167	-378.28725954675406	1581954938.5005574
50	2	2	20	203	0.8	-398.01900570113787	-408.3584242630178	-401.8174648669573	-409.602141870193	1581991825.9648054
50	2	2	20	204	1.0	-378.8625881740204	-385.77943021007917	-384.95966891142416	-389.82289395628965	1581941601.2671344
50	2	3	6	205	0.0	-373.0526492597171	-376.440793911104	-381.86668892473665	-382.6333608215196	1581991828.4546726
50	2	3	6	206	0.2	-374.2842712799736	-379.1008145011476	-381.48878037685216	-384.1648369808232	1581991840.5778582
50	2	3	6	207	0.4	-336.917559015536	-339.06777696009465	-340.3972300455819	-342.260744783349	1581991827.0405147
50	2	3	6	208	0.6	-330.9027448769972	-334.7737570530168	-337.4625152861517	-338.8335094297027	1581991830.7922542
50	2	3	6	209	0.8	-338.84234925396925	-342.06566345132666	-343.0982378448694	-345.460380927573	1581991870.858545
50	2	3	6	210	1.0	-302.34194603253934	-308.5290872834442	-312.66723609757656	-315.21891898335224	1581975778.2582211
50	2	4	14	211	0.0	-397.1491278443525	-401.1131182978292	-400.50973301192187	-403.50903392869685	1581991870.7254996
50	2	4	14	212	0.2	-423.421852288625	-426.49314862815214	-430.473173681324	-432.21685407270724	1581991851.7614298
50	2	4	14	213	0.4	-390.96391640033346	-399.79146848806846	-395.33224286413696	-401.2045917630766	1581991834.6887116
50	2	4	14	214	0.6	-382.82207435312597	-388.1149810204551	-391.3953006200049	-395.2821964123304	1581991835.417419
50	2	4	14	215	0.8	-414.4197783420268	-417.5523006637727	-418.1548411454679	-419.85583725556006	1581991849.1367757
50	2	4	14	216	1.0	-380.6321347041964	-382.3051047572392	-387.80773033303717	-389.4477573340665	1581991853.4199116
50	2	5	18	217	0.0	-367.9698134851943	-375.01974681834014	-374.30568109265226	-377.7798350702867	1581991848.9823606
50	2	5	18	218	0.2	-380.5350003232634	-382.1551622281149	-384.4169306828188	-385.4403868862814	1581962137.3499298
50	2	5	18	219	0.4	-383.04855044729413	-386.85567477038796	-385.5385952908087	-388.1598548829156	1581950750.7008197
50	2	5	18	220	0.6	-383.9336908451508	-390.50956988220236	-386.1725234060189	-391.28949794947533	1581965734.9118426
50	2	5	18	221	0.8	-370.87434500320137	-376.6719080889112	-374.60569345726515	-379.08545481049623	1581991884.1001904
50	2	5	18	222	1.0	-364.8002017449942	-373.078359381687	-367.24746049647683	-374.6363631905548	1581990967.2753673
50	2	6	17	223	0.0	-397.2017900032064	-402.214501404934	-400.11715398651336	-404.1952674108733	1581975661.3554335
50	2	6	17	224	0.2	-404.2402347008218	-410.4462233087085	-410.40787605301017	-412.886670852218	1581991865.7045195
50	2	6	17	225	0.4	-396.46773918198966	-401.8191811337719	-403.1987574137358	-406.80100961966383	1581976404.739913
50	2	6	17	226	0.6	-364.75017121425935	-367.55492492175455	-367.73276970532265	-369.51193831756575	1581991850.4983099
50	2	6	17	227	0.8	-394.83947308206973	-401.3440199668309	-399.14504081133435	-404.693285160989	1581991866.0614188
50	2	6	17	228	1.0	-399.22022845442666	-406.7836847899483	-407.7820160114457	-410.4702889284182	1581989209.8679945
50	2	7	11	229	0.0	-383.4485160583452	-387.4162894610636	-396.7775384140586	-399.7055296040608	1581940831.9646373
50	2	7	11	230	0.2	-391.8889011978378	-398.2209136542437	-396.2102549437852	-400.78893091925096	1581991853.6915975
50	2	7	11	231	0.4	-358.971915443509	-364.162507373634	-361.7000974847807	-366.54903491143165	1581991914.7038326
50	2	7	11	232	0.6	-398.6111330019193	-408.58176293572853	-408.22971777757635	-413.0962212944583	1581951871.6347203
50	2	7	11	233	0.8	-369.717006623975	-380.67579447655413	-376.6795715656816	-384.3550172727407	1581950110.9542968
50	2	7	11	234	1.0	-323.348918228049	-327.46204272940935	-328.7980015512639	-330.44513621705187	1581950064.8072667
50	2	8	5	235	0.0	-383.09664038570236	-387.9566100050502	-393.8741845634955	-395.4144061559583	1581991849.8900218
