cancer_type	perc_diploid	nb_clones	nb_mut	nb_sig	min_dist	max_dist	avg_dist	avg_major_cn	actual_perc_diploid	avg_tot_cn	index	bic	aic	aicc	icl_q	icl_qn	bic_alt	sh_4	sh_5	sh_6	sh_7	sh_8	sh_9	sh_10	max_curvature	ll_1	ll_2	ll_3	ll_4	ll_5	ll_6	ll_7	ll_8	ll_9	ll_10	timestamp
10	20	2	300	9	0.15200376199569954	0.15200376199569954	0.15200376199569954	1.9533333333333331	0.19333333333333333	2.99	0	2	2	2	2	2	2	2	2	5	5	5	4	4	2	-2542.579314878555	-2462.307723044559	-2460.572146527424	-2459.6253462059312	-2459.3727670148724	-2459.37328051221	-2459.3970879906346	-2459.1455089802066	-2458.9427271849754	-2458.7493805421664	1559179895.7596834
10	40	2	300	65	0.3297475386292783	0.3297475386292783	0.3297475386292783	1.8133333333333328	0.3633333333333333	2.9066666666666667	0	1	2	5	1	1	2	2	2	5	4	4	4	7	2	-2462.528791897145	-2330.1175098710555	-2325.336022580265	-2322.0502585625136	-2321.4813758918776	-2322.066194429834	-2318.765839378437	-2319.1755053503093	-2319.3533061537078	-2323.2411023469795	1559180665.5116775
10	40	2	300	9	0.3297475386292783	0.3297475386292783	0.3297475386292783	1.8133333333333328	0.3633333333333333	2.9066666666666667	0	2	2	2	4	2	2	2	2	2	6	6	6	6	2	-2469.369944842766	-2345.120932033227	-2344.565249459977	-2343.1167364828834	-2342.929013853428	-2342.6828991606812	-2342.953022983233	-2342.8670330522955	-2343.16229478688	-2342.8683780125853	1559180665.5116775
10	60	2	300	65	0.05059207837375868	0.05059207837375868	0.05059207837375868	1.3966666666666667	0.64	2.4066666666666667	0	1	1	5	1	1	2	2	2	2	6	6	6	6	2	-2446.5289368424164	-2427.9864619201057	-2426.463051953557	-2425.038790883785	-2424.483510548492	-2424.147088813672	-2424.3290518852664	-2424.3207016414185	-2424.2262193114707	-2424.572458966757	1559179643.8565512
10	60	2	300	9	0.05059207837375868	0.05059207837375868	0.05059207837375868	1.3966666666666667	0.64	2.4066666666666667	0	1	2	2	1	1	2	2	3	3	3	3	3	3	2	-2451.0569187160736	-2435.900845732511	-2434.819886560465	-2434.7704239644745	-2434.72410460195	-2434.729554693165	-2434.671718585187	-2434.621475779532	-2434.632859722569	-2434.602425814093	1559179643.8565512
10	80	2	300	65	0.13762838216983594	0.13762838216983594	0.13762838216983594	1.2066666666666668	0.8333333333333334	2.203333333333333	0	1	1	5	1	1	2	2	3	4	3	3	3	3	2	-2521.7055770560514	-2503.405917145974	-2498.033114892196	-2497.376621697604	-2497.295509435604	-2497.097904064213	-2495.9813091380647	-2494.4047735879176	-2494.4323149913753	-2495.370767359157	1559178906.077273
10	80	2	300	9	0.13762838216983594	0.13762838216983594	0.13762838216983594	1.2066666666666668	0.8333333333333334	2.203333333333333	0	1	2	2	1	1	2	2	4	3	3	3	3	3	2	-2531.3460121423723	-2517.058688070587	-2515.627501249661	-2515.502692181481	-2515.518198946625	-2515.185562158873	-2514.4358448528274	-2514.4363604628843	-2514.4606593943563	-2514.443628459784	1559178906.077273
10	100	2	300	65	0.1499641972221455	0.1499641972221455	0.1499641972221455	1.0	1.0	2.0	0	1	2	5	1	1	2	2	3	4	4	4	4	9	2	-2490.375947269725	-2351.456957293386	-2347.2989503139115	-2345.466211603327	-2345.433781884963	-2344.2691485629466	-2344.218840579112	-2344.3518719004496	-2344.177241296657	-2344.3603783951153	1559177360.4669273
10	100	2	300	9	0.1499641972221455	0.1499641972221455	0.1499641972221455	1.0	1.0	2.0	0	2	2	2	2	2	2	2	2	2	5	6	6	6	2	-2493.4137088202688	-2361.7161920152084	-2359.891969893159	-2356.6947297882625	-2354.8521242195197	-2354.8473621580474	-2356.5155924527508	-2356.507003680502	-2356.506053602956	-2356.5060192112223	1559177360.4669273
10	0	2	600	65	0.3215059395788156	0.3215059395788156	0.3215059395788156	2.2916666666666665	0.0	3.431666666666666	0	2	2	10	1	2	2	2	3	3	3	3	8	8	2	-5043.023256037553	-4787.102898978093	-4781.678980351581	-4780.10762011019	-4778.911507063721	-4778.582626288608	-4778.476966857057	-4776.310655294677	-4778.09811994348	-4778.727062365717	1559181780.4511075
10	0	2	600	9	0.3215059395788156	0.3215059395788156	0.3215059395788156	2.2916666666666665	0.0	3.431666666666666	0	2	2	2	2	2	2	2	2	2	6	6	6	6	2	-5054.244864208282	-4805.297640645513	-4804.110490175641	-4802.161460201645	-4800.597215526566	-4800.418100102359	-4801.991451464959	-4802.001786208422	-4802.001062315652	-4802.0141549690825	1559181780.4511075
10	20	2	600	65	0.09345117010470128	0.09345117010470128	0.09345117010470128	1.9966666666666664	0.18666666666666668	3.1216666666666666	0	1	2	10	1	1	2	2	2	2	3	6	6	6	2	-5118.12988253808	-5025.276290299573	-5018.135103464609	-5013.697742625053	-5010.317646183346	-5008.118625568008	-5008.357838435815	-5007.624937881768	-5006.434912887173	-5007.740333421696	1559183514.656955
10	20	2	600	9	0.09345117010470128	0.09345117010470128	0.09345117010470128	1.9966666666666664	0.18666666666666668	3.1216666666666666	0	2	2	2	5	2	2	2	3	3	4	4	6	6	2	-5132.2522113871755	-5045.474268532385	-5040.153390673371	-5038.347909171082	-5038.070734672807	-5036.680907032949	-5036.620859231165	-5036.634477898153	-5036.22457202753	-5036.164587287318	1559183514.656955
10	40	2	600	65	0.1495989346736336	0.1495989346736336	0.1495989346736336	1.725	0.40166666666666667	2.79	0	1	1	10	1	1	2	2	2	2	2	2	2	8	2	-4995.711491385371	-4980.85490904151	-4982.767105479847	-4980.546906073747	-4976.150868808318	-4975.414917397519	-4974.7955354045225	-4974.009839830205	-4974.709694595205	-4974.602886234608	1559183844.3419313
10	40	2	600	9	0.1495989346736336	0.1495989346736336	0.1495989346736336	1.725	0.40166666666666667	2.79	0	1	2	2	9	1	2	3	3	3	3	3	3	3	2	-5001.921447372321	-4991.216259944893	-4988.700754496225	-4988.7119029139585	-4988.589605134971	-4988.571504988285	-4988.423509917223	-4988.369351851731	-4988.434945390808	-4988.373421581299	1559183844.3419313
10	60	2	600	65	0.1847342342636612	0.1847342342636612	0.1847342342636612	1.461666666666667	0.5916666666666667	2.49	0	1	1	10	1	1	2	2	3	3	5	5	5	5	2	-5033.073980704878	-4977.902531195475	-4971.651991238281	-4970.565938764984	-4968.573772869057	-4969.19385420829	-4969.38637050693	-4968.281928663171	-4968.598208343785	-4967.861942597542	1559181382.9042299
10	60	2	600	9	0.1847342342636612	0.1847342342636612	0.1847342342636612	1.461666666666667	0.5916666666666667	2.49	0	2	2	2	8	2	2	2	3	2	2	2	2	2	2	-5042.919050633471	-4994.693190665943	-4994.2391637032	-4994.220740481566	-4994.204333270985	-4992.321625986228	-4992.3064831253605	-4992.32515931528	-4992.315621071499	-4992.309214917358	1559181382.9042299
10	80	2	600	65	0.43882887986660857	0.43882887986660857	0.43882887986660857	1.211666666666667	0.83	2.1933333333333334	0	1	1	10	1	1	2	2	3	3	3	5	6	8	2	-4895.164273234224	-4833.109563346647	-4828.284614204358	-4827.374990513575	-4825.747828819343	-4825.498821579412	-4825.529927286332	-4825.320494541813	-4825.3274697211245	-4825.3864800738675	1559182715.3476076
10	80	2	600	9	0.43882887986660857	0.43882887986660857	0.43882887986660857	1.211666666666667	0.83	2.1933333333333334	0	2	2	2	3	2	2	2	3	3	3	3	3	3	2	-4902.159277677121	-4844.586779645442	-4842.443136581089	-4842.102085949218	-4841.680615096194	-4841.561046307672	-4840.838246732814	-4840.839690217258	-4840.629687386782	-4840.902937019835	1559182715.3476076
10	100	2	600	65	0.2970292633394533	0.2970292633394533	0.2970292633394533	1.0	1.0	2.0	0	1	1	10	1	1	2	2	3	5	5	5	5	5	2	-4854.030144469984	-4836.7180481294	-4831.287771736011	-4829.874531556301	-4829.437756305866	-4829.695853459768	-4829.7229713636625	-4829.670993554098	-4829.279603209052	-4829.592279248128	1559179477.3157156
10	100	2	600	9	0.2970292633394533	0.2970292633394533	0.2970292633394533	1.0	1.0	2.0	0	1	1	1	2	1	1	2	4	4	4	4	4	4	2	-4864.204854169046	-4856.164629926978	-4853.202939658613	-4852.703203814986	-4852.776956728233	-4852.638287536963	-4852.651412441001	-4852.581806770806	-4852.607462262503	-4852.56337777208	1559179477.3157156
10	0	2	1000	65	0.18461148586034049	0.18461148586034049	0.18461148586034049	2.253	0.0	3.411	0	1	1	1	1	1	2	2	2	2	4	4	4	8	2	-8342.168949251674	-8297.817423884933	-8298.11034360242	-8294.681890401673	-8294.527180025641	-8295.189949463587	-8294.79388382244	-8293.856380855721	-8294.848647463612	-8296.450612156008	1559184128.7833004
10	0	2	1000	9	0.18461148586034049	0.18461148586034049	0.18461148586034049	2.253	0.0	3.411	0	2	2	2	7	2	2	2	3	3	3	6	8	8	2	-8358.401959447128	-8319.965652861727	-8317.810792898654	-8317.551659215162	-8317.448786208663	-8317.180747128663	-8317.197174370218	-8317.169979520528	-8317.196127355997	-8317.274896589963	1559184128.7833004
10	20	2	1000	65	0.3501744263975499	0.3501744263975499	0.3501744263975499	1.953	0.23600000000000002	3.071	0	1	2	2	1	1	3	2	2	3	5	5	5	5	2	-8232.828879472907	-8058.309342777655	-8046.979842347602	-8043.436955421286	-8040.486337649814	-8040.8289940010445	-8041.6779084219825	-8041.6610701878735	-8040.409005960307	-8039.589745120096	1559183786.4009554
10	20	2	1000	9	0.3501744263975499	0.3501744263975499	0.3501744263975499	1.953	0.23600000000000002	3.071	0	2	2	2	6	2	2	2	3	3	3	3	3	8	2	-8251.96031795967	-8087.98899461333	-8083.125421115691	-8082.080165605955	-8081.05301546432	-8079.796503170142	-8078.629176551412	-8078.412024428724	-8078.451303392467	-8080.554512966081	1559183786.4009554
10	40	2	1000	65	0.3249061285643886	0.3249061285643886	0.3249061285643886	1.778	0.40700000000000003	2.867	0	1	1	1	1	1	2	2	2	2	2	2	2	2	2	-7981.914524636897	-7969.095956103092	-7979.71833237643	-7974.529731105104	-7969.963628774071	-7966.605458312306	-7965.280248686421	-7965.147712227165	-7966.156111767321	-7966.515555363191	1559183034.0380716
10	40	2	1000	9	0.3249061285643886	0.3249061285643886	0.3249061285643886	1.778	0.40700000000000003	2.867	0	1	1	1	10	1	1	2	2	2	4	4	4	4	2	-7992.288486132397	-7982.840354649645	-7982.842536848512	-7981.751065300033	-7981.760217420399	-7981.595787409828	-7981.6023076634265	-7981.538568943008	-7981.544753601222	-7981.534923509156	1559183034.0380716
10	60	2	1000	65	0.1693522350730191	0.1693522350730191	0.1693522350730191	1.426	0.64	2.437	0	1	2	2	1	1	2	2	2	2	2	5	5	5	3	-8286.050316156017	-8132.008687495381	-8282.211218384902	-8118.576389948928	-8106.1000557661855	-8105.768152195766	-8105.13469347144	-8104.879418341372	-8104.259131003549	-8102.60283380742	1559185336.9655707
10	60	2	1000	9	0.1693522350730191	0.1693522350730191	0.1693522350730191	1.426	0.64	2.437	0	2	2	2	10	2	2	2	2	2	5	7	7	7	2	-8295.149422004779	-8143.8275324332	-8141.006635119798	-8132.713642425854	-8130.190286956852	-8130.012370930063	-8129.751033806551	-8130.195063806459	-8130.126321626973	-8130.033976421265	1559185336.9655707
10	80	2	1000	65	0.09307623159616918	0.09307623159616918	0.09307623159616918	1.1640000000000001	0.8640000000000001	2.1519999999999997	0	1	2	1	1	1	2	2	2	2	4	5	7	7	2	-7880.595338686304	-7809.984207126243	-7803.530696360469	-7797.167410731208	-7796.645041883809	-7796.644643287679	-7796.277857685666	-7796.41048214625	-7796.841648837032	-7796.378165698609	1559183832.8792317
10	80	2	1000	9	0.09307623159616918	0.09307623159616918	0.09307623159616918	1.1640000000000001	0.8640000000000001	2.1519999999999997	0	2	2	2	7	2	2	2	3	4	4	4	4	4	2	-7886.997204440995	-7821.445472746728	-7816.671971796242	-7814.614088294566	-7814.558660971659	-7814.249673140886	-7814.201749663596	-7813.992898734191	-7813.961621565913	-7813.877526274196	1559183832.8792317
10	100	2	1000	65	0.4246430719996337	0.4246430719996337	0.4246430719996337	1.0	1.0	2.0	0	2	2	2	2	2	2	2	2	2	3	3	3	4	2	-8530.570129547057	-8111.459137795029	-8107.575066605563	-8104.982323506816	-8105.2945652438075	-8102.474139427966	-8102.202365613832	-8099.191627579124	-8099.131034784521	-8099.2469197299415	1559182012.305126
10	100	2	1000	9	0.4246430719996337	0.4246430719996337	0.4246430719996337	1.0	1.0	2.0	0	2	2	2	5	2	2	2	3	3	3	3	3	6	2	-8543.386694887864	-8133.09617768104	-8132.0907173810865	-8131.8113588795495	-8131.801825704808	-8131.164805282766	-8131.137401163825	-8131.185298280747	-8131.129990730664	-8131.141490889521	1559182012.305126
10	0	2	5000	65	0.15615126385141742	0.15615126385141742	0.15615126385141742	2.2498	0.0	3.4096	0	2	2	2	5	2	2	2	4	4	4	4	4	4	2	-43169.51619565155	-42264.398750639724	-42262.747826809325	-42257.098927507985	-42266.173647725336	-42266.00190063949	-42265.213877265436	-42265.46956367288	-42260.79653217012	-42257.556672040286	1559957757.1713912
10	0	2	5000	9	0.15615126385141742	0.15615126385141742	0.15615126385141742	2.2498	0.0	3.4096	0	2	2	2	10	2	2	2	4	4	4	4	4	9	2	-43169.35711303793	-42267.423125609625	-42266.06172958992	-42265.641748441165	-42265.74262376214	-42265.644193132204	-42265.4701895023	-42265.39678948688	-42264.88444327952	-42265.734414191444	1559957757.1713912
10	20	2	5000	65	0.11042983746258428	0.11042983746258428	0.11042983746258428	1.993	0.1986	3.1092	0	2	2	2	5	2	2	2	2	2	2	6	6	6	2	-43863.00274628933	-43102.35374823239	-43099.15109409408	-43092.36190284377	-43092.2101405549	-43082.93596999186	-43087.70042585872	-43086.542691293835	-43089.39832976224	-43093.29095418281	1559947157.1119244
10	20	2	5000	9	0.11042983746258428	0.11042983746258428	0.11042983746258428	1.993	0.1986	3.1092	0	2	2	2	10	2	2	2	3	3	3	3	6	6	2	-43872.09694154591	-43118.26113449851	-43115.297284809734	-43115.1037324295	-43114.68812251247	-43112.83106578431	-43113.01692291888	-43113.415836687534	-43113.263683524136	-43112.83026949656	1559947157.1119244
10	40	2	5000	65	0.1506837723173795	0.1506837723173795	0.1506837723173795	1.7192	0.4114	2.7836	0	2	2	2	2	2	2	2	2	2	2	5	5	9	2	-42196.62860476643	-40473.2364494322	-40469.96843042874	-40460.61965115572	-40457.18113184584	-40459.825151955134	-40457.41093798339	-40457.89668240248	-40455.87354211488	-40462.4159877556	1559962391.700184
10	40	2	5000	9	0.1506837723173795	0.1506837723173795	0.1506837723173795	1.7192	0.4114	2.7836	0	2	2	2	9	2	2	2	2	2	2	6	6	6	2	-42200.63575559867	-40486.917382283216	-40486.31475942525	-40483.2856000929	-40482.50112265385	-40480.035071730985	-40481.134517480896	-40482.864684893066	-40482.81077033893	-40479.96347099044	1559962391.700184
10	60	2	5000	65	0.08663611990085818	0.08663611990085818	0.08663611990085818	1.4684	0.6236	2.4982	0	2	2	2	2	2	2	2	2	2	2	7	5	5	2	-39911.88026811572	-38162.63601750394	-38163.30959884143	-38150.0605401339	-38147.24032354252	-38146.87784091937	-38146.80529190581	-38147.19676514578	-38143.481731013206	-38144.76685365397	1559971913.1082885
10	60	2	5000	9	0.08663611990085818	0.08663611990085818	0.08663611990085818	1.4684	0.6236	2.4982	0	2	2	2	10	2	2	2	2	3	5	5	5	5	2	-39921.527478934535	-38180.83614031408	-38176.93409887614	-38175.746316682234	-38174.70247099133	-38174.72008388712	-38174.80258071422	-38174.79684951896	-38174.74366496604	-38173.61452697167	1559971913.1082885
10	80	2	5000	65	0.3014904742964575	0.3014904742964575	0.3014904742964575	1.1932	0.8424	2.1734	0	1	2	2	10	1	2	2	3	3	4	6	6	6	2	-40204.81268273198	-39980.75644522793	-39976.85974657527	-39975.301889979826	-39974.91857219989	-39973.59375118884	-39974.01940858674	-39974.70920971714	-39974.57014604056	-39988.476515450544	1559954312.7239
10	80	2	5000	9	0.3014904742964575	0.3014904742964575	0.3014904742964575	1.1932	0.8424	2.1734	0	2	2	2	10	2	2	2	4	3	3	4	4	9	2	-40207.12070678771	-39984.82072894087	-39983.8057233535	-39983.695942249295	-39983.74094584417	-39983.58943860504	-39983.55945510602	-39983.54685313252	-39983.54230808739	-39984.75340553808	1559954312.7239
10	100	2	5000	65	0.5828661544682504	0.5828661544682504	0.5828661544682504	1.0	1.0	2.0	0	2	2	2	2	2	2	2	2	4	6	6	6	6	2	-42875.39425841168	-41127.733719062366	-41123.80851382911	-41118.95541110175	-41119.64516796697	-41118.07941997406	-41119.54373705206	-41120.920775059705	-41120.246293071716	-41119.142068836605	1559183158.8674839
10	100	2	5000	9	0.5828661544682504	0.5828661544682504	0.5828661544682504	1.0	1.0	2.0	0	2	2	2	5	2	2	2	3	4	6	6	4	5	2	-42875.444652726124	-41134.73351248943	-41131.665187184655	-41130.78819653325	-41130.537871741784	-41130.53397683578	-41130.5381839472	-41130.76903476099	-41130.27310782434	-41130.15697323258	1559183158.8674839
10	0	3	100	65	0.07468412240381006	0.3505764510969226	0.2313352224751295	2.25	0.0	3.38	0	1	1	2	1	1	2	2	1	1	2	2	2	6	3	-853.3078204049796	-841.5589921943158	-850.3480018340327	-831.9678742624906	-825.20599629001	-824.6499339321157	-824.4400874034839	-824.3964306909797	-824.2964493714921	-823.9457664992494	1559178794.410705
10	0	3	100	9	0.07468412240381006	0.3505764510969226	0.2313352224751295	2.25	0.0	3.38	0	1	1	10	1	1	3	1	4	4	4	4	4	4	4	-856.7770450975046	-847.2910664909401	-839.1914916301065	-833.1090334222816	-839.7531609155603	-838.0318141711833	-832.6696485167827	-832.6521657053578	-832.4196936691545	-832.4149090659207	1559178794.410705
10	20	3	100	65	0.06113790796313679	0.2284994326700537	0.14164472898490346	1.97	0.24	3.07	0	1	1	2	1	1	2	2	2	2	2	2	6	6	2	-806.2023339143686	-784.4423179603334	-782.1186182413193	-777.8626479362023	-767.9966325698424	-766.2654656194184	-766.1387170493532	-765.8128568454915	-765.5384674639896	-765.2808657839383	1559179020.4357615
10	20	3	100	9	0.06113790796313679	0.2284994326700537	0.14164472898490346	1.97	0.24	3.07	0	1	2	10	1	1	2	2	2	2	2	2	6	6	2	-809.953077471899	-793.5243816914407	-792.4245609236713	-787.9210541692956	-787.8725891835428	-784.8286500209879	-784.8262410365277	-784.8244928329326	-784.8236925179693	-784.8205450089372	1559179020.4357615
10	40	3	100	65	0.11874679549041267	0.2306826573005115	0.15825930887310247	1.65	0.46	2.75	0	1	1	2	1	1	3	2	2	3	3	5	5	7	2	-794.2816838610904	-762.7540533408752	-755.6164611106842	-752.2558818656155	-749.2157039996033	-748.324391022335	-747.9614391473577	-747.9070372747677	-747.6903918987957	-747.7472912014033	1559179009.547177
10	40	3	100	9	0.11874679549041267	0.2306826573005115	0.15825930887310247	1.65	0.46	2.75	0	2	2	10	1	2	2	2	2	2	4	4	4	7	2	-806.7034913172224	-781.1219188933959	-780.0313402112804	-775.0675221603148	-774.7172061514838	-773.8037130125044	-773.5420325954179	-773.5401590356997	-773.3916963710742	-773.3927441485271	1559179009.547177
10	60	3	100	65	0.06328238661351904	0.29514334051877955	0.196342038746008	1.42	0.68	2.43	0	1	1	2	1	1	2	2	2	3	5	5	5	5	2	-838.2582410759059	-803.5639097580937	-797.3941417933122	-795.1423863762603	-791.7246683231617	-791.7078858425958	-791.5088499443123	-791.5156486657012	-790.7917110990721	-788.9934257760434	1559179150.3245053
10	60	3	100	9	0.06328238661351904	0.29514334051877955	0.196342038746008	1.42	0.68	2.43	0	2	2	10	1	2	2	2	3	3	3	3	3	6	2	-845.0860360715316	-813.7245580976727	-810.5537887515146	-809.762165859113	-809.7434697978152	-808.0267046467862	-808.0150370508785	-807.7611620564194	-807.7614665129802	-807.762409275034	1559179150.3245053
10	80	3	100	65	0.09202216304869916	0.37239315290560304	0.24646851771798695	1.15	0.85	2.13	0	1	1	2	1	1	4	2	2	4	4	5	5	4	2	-779.6888263550372	-760.2546010508162	-751.7515286742569	-744.4290554061888	-743.4268939228627	-743.3710167996151	-742.6236087537117	-742.6039202434613	-742.6442967593438	-742.3395550111615	1559178831.372069
10	80	3	100	9	0.09202216304869916	0.37239315290560304	0.24646851771798695	1.15	0.85	2.13	0	1	2	10	1	1	3	1	3	4	3	5	5	5	3	-787.7857740318706	-775.5363266139449	-767.5483654691064	-763.931425733871	-763.6304366174612	-763.5676485765773	-763.5681347492098	-763.4643611860063	-763.464438426984	-763.4248613610555	1559178831.372069
10	100	3	100	65	0.07248936204241685	0.14781465854572973	0.11697183151937275	1.0	1.0	2.0	0	1	1	2	1	1	2	2	2	2	2	2	5	5	2	-845.4344141202605	-810.6579215383204	-808.7903865725094	-804.3781046377197	-798.4316925133437	-797.5561862588113	-797.3594920554667	-796.7640092976877	-796.4623296794392	-796.0584404540582	1559178406.4150324
10	100	3	100	9	0.07248936204241685	0.14781465854572973	0.11697183151937275	1.0	1.0	2.0	0	2	2	10	1	2	2	2	3	3	2	2	2	3	2	-851.049609555551	-823.0005547056356	-821.4052177593518	-820.9462646243269	-820.8071986591765	-820.3629172178926	-817.5261536650435	-817.4918686295648	-817.503134839374	-817.4966605880037	1559178406.4150324
10	0	3	300	65	0.0999697329909065	0.21244412765550214	0.1481687188346518	2.276666666666667	0.0	3.453333333333333	0	1	1	5	1	1	2	2	2	2	2	5	8	5	2	-2610.838901135084	-2596.9570677246397	-2597.703744130404	-2589.215114336745	-2582.6566445051485	-2583.2437706595283	-2581.041666571726	-2579.099930004872	-2583.260564161077	-2579.164032153555	1559183583.8231297
10	0	3	300	9	0.0999697329909065	0.21244412765550214	0.1481687188346518	2.276666666666667	0.0	3.453333333333333	0	1	1	1	2	1	1	1	3	4	4	4	4	4	2	-2621.1689018940856	-2613.4225804049092	-2608.7625325075023	-2606.934068454757	-2606.360518681586	-2606.3346022974724	-2605.7845647229424	-2605.40282179082	-2604.8702516734984	-2605.145553338096	1559183583.8231297
10	20	3	300	65	0.003951453318655762	0.1351889441354268	0.08674426107516713	2.013333333333333	0.21	3.16	0	1	1	5	1	1	3	2	2	2	4	5	4	8	2	-2532.213327488565	-2482.7968153862657	-2469.5215676300386	-2461.16480668231	-2456.3681228965365	-2453.772267208801	-2452.821920935736	-2451.95351553118	-2452.238793402718	-2452.5585621687633	1559181448.3162394
10	20	3	300	9	0.003951453318655762	0.1351889441354268	0.08674426107516713	2.013333333333333	0.21	3.16	0	2	2	2	1	2	3	2	3	3	3	3	3	6	2	-2544.17370336878	-2501.142716107544	-2491.581430604078	-2491.470818637771	-2489.5968904451306	-2487.928439379573	-2487.911618031164	-2487.908353927073	-2487.914107532584	-2487.9141970234114	1559181448.3162394
10	40	3	300	65	0.025812955038994168	0.32084655353237845	0.2096568731163916	1.7833333333333334	0.38	2.86	0	1	1	5	1	1	2	2	2	2	4	4	4	5	2	-2471.495958155002	-2417.943306734137	-2414.6651059793176	-2402.889229231809	-2401.255265007897	-2401.151719296081	-2401.4523345762163	-2398.702854218413	-2398.971282853533	-2398.8377109374105	1559182699.8885121
10	40	3	300	9	0.025812955038994168	0.32084655353237845	0.2096568731163916	1.7833333333333334	0.38	2.86	0	2	2	2	1	2	2	2	4	4	3	4	4	4	2	-2479.2532125977978	-2432.0067161318066	-2424.281953254087	-2423.1174746218053	-2423.153248975353	-2423.0217507468883	-2421.40481746264	-2421.352320341793	-2421.333021600374	-2421.401905097609	1559182699.8885121
10	60	3	300	65	0.0919266516693904	0.3337279480253986	0.1802704569711491	1.4466666666666668	0.6333333333333333	2.47	0	1	2	5	1	1	2	2	2	2	3	4	4	9	2	-2486.60820164648	-2403.3730121646413	-2395.7123599695	-2390.6672917410638	-2389.117097701669	-2385.8627981469767	-2383.1766253085816	-2382.8418969015274	-2382.6765393583632	-2385.4990782913073	1559181521.3507717
10	60	3	300	9	0.0919266516693904	0.3337279480253986	0.1802704569711491	1.4466666666666668	0.6333333333333333	2.47	0	2	2	2	4	2	2	2	2	3	3	3	7	7	2	-2495.847305595492	-2424.928180235449	-2420.634389682952	-2419.8299807580042	-2417.6032931029818	-2416.541527636703	-2416.2968325719557	-2416.307812858558	-2416.3586923492944	-2416.214283168688	1559181521.3507717
10	80	3	300	65	0.04030135492583165	0.1828696709889536	0.09232363735678296	1.1833333333333331	0.8466666666666667	2.17	0	1	1	5	1	1	4	2	2	2	2	2	2	2	3	-2443.0923672510503	-2396.975472552679	-2441.9284078891324	-2376.020386553805	-2375.0605351184577	-2367.1782446264788	-2364.5124604423595	-2364.404447589633	-2363.763749429846	-2364.5800619998395	1559181562.8827055
10	80	3	300	9	0.04030135492583165	0.1828696709889536	0.09232363735678296	1.1833333333333331	0.8466666666666667	2.17	0	2	3	3	4	2	3	2	3	4	6	6	6	5	2	-2448.143038039023	-2405.9618273203205	-2393.735560693904	-2389.7851379162507	-2388.22257362893	-2388.012277836489	-2388.027664800216	-2387.9944168110833	-2387.99149598435	-2388.00845318367	1559181562.8827055
10	100	3	300	65	0.03350500348492669	0.07927241357102988	0.05873470864541616	1.0	1.0	2.0	0	1	1	5	1	1	2	2	3	3	3	3	3	5	2	-2459.4742889969793	-2414.30569521099	-2406.721498238802	-2406.148712973309	-2403.8771154514784	-2403.7887227823785	-2403.6768201997447	-2401.9748152510024	-2401.9119376843532	-2401.684540014166	1559179528.9998882
10	100	3	300	9	0.03350500348492669	0.07927241357102988	0.05873470864541616	1.0	1.0	2.0	0	2	2	2	2	2	2	2	3	3	4	4	6	6	2	-2467.2370898540303	-2431.8075274135786	-2427.880800300576	-2426.8069072937624	-2426.3758697141307	-2425.8304397679685	-2425.8275772277093	-2425.8402675553616	-2425.8280486388308	-2425.494754485847	1559179528.9998882
10	0	3	600	65	0.028476657998050325	0.13004662670225287	0.0740048497088845	2.276666666666667	0.0	3.4066666666666667	0	1	1	10	1	1	2	2	3	4	4	4	8	8	2	-4927.536551849155	-4877.008335701676	-4869.491052576191	-4867.474117816937	-4867.38909328864	-4866.824470657648	-4866.690357082396	-4866.638754061802	-4866.8168636425	-4867.008961742997	1559182963.5152314
10	0	3	600	9	0.028476657998050325	0.13004662670225287	0.0740048497088845	2.276666666666667	0.0	3.4066666666666667	0	2	2	2	5	2	2	2	3	4	4	4	4	4	2	-4934.217111094156	-4886.464086451615	-4880.900260116194	-4879.697255814796	-4879.679210435662	-4879.584414687321	-4879.53231567506	-4879.514057849925	-4879.521164065884	-4879.513732269774	1559182963.5152314
10	20	3	600	65	0.036178462633007835	0.1595828331417415	0.08452220287449515	1.9333333333333331	0.23	3.066666666666667	0	1	1	10	1	1	2	2	2	2	2	3	6	6	2	-5199.951791417176	-5183.4383953001125	-5179.367635119137	-5176.780820938349	-5174.057283064644	-5172.161853995761	-5173.2606865082535	-5172.162743412147	-5172.980390419325	-5172.459727434453	1559184510.6588123
10	20	3	600	9	0.036178462633007835	0.1595828331417415	0.08452220287449515	1.9333333333333331	0.23	3.066666666666667	0	1	2	1	2	1	2	2	2	2	2	2	5	5	2	-5212.499866501893	-5202.27434745868	-5201.57927224079	-5201.006709740606	-5198.507910242241	-5198.526833191241	-5198.332975427293	-5198.319042435176	-5198.251919506527	-5198.2189433965	1559184510.6588123
10	40	3	600	65	0.07996913985826926	0.16274040494056718	0.13099784546324858	1.7333333333333334	0.425	2.816666666666667	0	1	1	10	1	1	4	1	1	1	3	3	4	8	3	-4964.492753114771	-4941.728553048304	-4909.628829298004	-4896.060757495628	-4887.973838247946	-4882.164686408903	-4874.942056462172	-4872.332886238386	-4871.762680276184	-4871.14555448577	1559184631.8810945
