nb_mut	nb_clones	cancer_type	nb_sig_subMU	seed	perc_dip	loglikelihood_MU	loglikelihood_nopi_MU	loglikelihood_subMU	loglikelihood_nopi_subMU	timestamp
5000	2	25	13	996	1.0	-38979.8977230532	-38990.972030866615	-38997.77955095009	-39000.24094870145	1560208810.5644526
5000	2	26	15	997	0.0	-42268.15250963032	-42276.243621346584	-42269.74030991615	-42277.05750179477	1560209928.8250732
5000	2	26	15	998	0.2	-40597.92413843886	-40604.85776711536	-40607.22266876093	-40610.36053113582	1560210441.0326672
5000	2	26	15	999	0.4	-42859.31862681596	-42868.04564144175	-42870.39049410225	-42876.63069077746	1560210891.9669187
5000	2	26	15	1000	0.6	-37298.895056435766	-37309.25740793836	-37309.41268359688	-37313.38487444744	1560209805.3668432
5000	2	26	15	1001	0.8	-39154.84577009213	-39167.67074294529	-39163.06369965703	-39172.32420946479	1560209519.02084
5000	2	26	15	1002	1.0	-39819.50004722717	-39813.612984240026	-39401.05039576018	-39406.25600917846	1560208901.8830042
5000	2	27	14	1003	0.0	-39998.18452931195	-40006.130138416775	-40005.53246945063	-40009.06891584713	1560211015.6385386
5000	2	27	14	1004	0.2	-40422.969958982045	-40435.72780722909	-40421.10049953348	-40429.98225132055	1560209697.146587
5000	2	27	14	1005	0.4	-37257.9257767871	-37260.91302256556	-37257.805786932884	-37259.93835382164	1560209556.6507678
5000	2	27	14	1006	0.6	-37720.44909389672	-37732.80395426627	-37723.90502540123	-37730.75483045053	1560209448.4302106
5000	2	27	14	1007	0.8	-38565.986118162014	-38572.40675017658	-38570.10289574109	-38575.55883774917	1560210465.6832201
5000	2	27	14	1008	1.0	-39411.07585765478	-39442.24748366314	-39423.45091007194	-39428.074588039126	1560208988.0812278
5000	2	28	17	1009	0.0	-41934.30127576603	-41939.52743041658	-41938.6339018962	-41941.870475361415	1560211541.734226
5000	2	28	17	1010	0.2	-41776.211318233436	-41783.269730395965	-41780.96256496638	-41783.35944524553	1560209956.5050967
5000	2	28	17	1011	0.4	-39199.816784612114	-39201.8931464505	-39201.7672470164	-39203.992236928796	1560210154.3196046
5000	2	28	17	1012	0.6	-39848.66598786819	-39861.34863591568	-39856.076397031575	-39868.00817718127	1560209783.2919497
5000	2	28	17	1013	0.8	-39998.842884618265	-40014.10389977632	-40015.36420799934	-40022.146818946116	1560213436.103779
5000	2	28	17	1014	1.0	-38580.68202279121	-38588.85596652242	-38590.35769850484	-38592.95014377628	1560209273.4582026
5000	2	29	9	1015	0.0	-39100.878765370966	-39113.78939726172	-39113.221751709265	-39116.816274692865	1560209766.3336494
5000	2	29	9	1016	0.2	-40745.607013977045	-40750.3328822993	-40754.60926093957	-40757.21359111185	1560210440.464802
5000	2	29	9	1017	0.4	-35555.75770385407	-35560.343419587116	-35571.83576320492	-35572.68013097021	1560209627.1326947
5000	2	29	9	1018	0.6	-40881.10265055223	-40889.15183949933	-40894.338952758815	-40896.05764055968	1560211136.023178
5000	2	29	9	1019	0.8	-38241.27601336832	-38251.981499355286	-38245.39542129395	-38248.84539347234	1560210071.6427212
5000	2	29	9	1020	1.0	-35775.20395138295	-35784.60171831608	-35785.5594217817	-35787.946792501694	1560209183.4482756
5000	2	30	7	1021	0.0	-43561.73740235853	-43554.1432029574	-43559.76858446669	-43560.819349476114	1560210458.963725
5000	2	30	7	1022	0.2	-40167.064250762094	-40163.907946960055	-40166.148766807186	-40170.55079074986	1560209978.7263992
5000	2	30	7	1023	0.4	-37268.495624274525	-37277.85506463192	-37284.46213735775	-37286.34524792613	1560210119.2337089
5000	2	30	7	1024	0.6	-35428.02708139498	-35431.286587158815	-35432.135360442306	-35435.10505786353	1560210125.533842
5000	2	30	7	1025	0.8	-37901.5090395952	-37918.401146835866	-37912.389572982254	-37918.02782596159	1560209840.7283208
5000	2	30	7	1026	1.0	-37923.478841994816	-37931.76962374558	-38334.17575503707	-38337.531318733636	1560209561.8134832
5000	2	31	8	1027	0.0	-43180.5550870264	-43197.29395608616	-43202.13616509853	-43204.94963954328	1560210441.6770246
5000	2	31	8	1028	0.2	-40125.968928565046	-40136.45626970129	-40133.34177796308	-40138.13001829005	1560210833.6979282
5000	2	31	8	1029	0.4	-37781.05001874573	-37791.97936975029	-37787.99355940977	-37790.90174914536	1560212044.4632223
5000	2	31	8	1030	0.6	-41648.548711887015	-41656.63712050357	-41660.12857064922	-41662.710282045715	1560210655.2721448
5000	2	31	8	1031	0.8	-40141.42004870245	-40142.637679035775	-40146.17330850422	-40151.334809870765	1560210828.4396615
5000	2	31	8	1032	1.0	-38460.57668816458	-38467.41291328104	-38475.23454935928	-38476.99870697489	1560209477.7438824
5000	2	32	17	1033	0.0	-37120.00905973248	-37120.97116920518	-37121.41540805147	-37121.586033973705	1560210148.5306377
5000	2	32	17	1034	0.2	-41562.68659684332	-41566.42714657421	-41565.56927794663	-41567.39527611167	1560211495.4313781
5000	2	32	17	1035	0.4	-42417.97698125495	-42421.78457359438	-42426.812453009676	-42429.52223589374	1560211046.3981323
5000	2	32	17	1036	0.6	-40074.6329229306	-40078.5038013553	-40074.15813261076	-40079.85530211416	1560210058.5611763
5000	2	32	17	1037	0.8	-38484.99438109669	-38491.30456977435	-38491.850807744246	-38493.68916433493	1560212447.7738028
5000	2	32	17	1038	1.0	-39176.02809978447	-39181.92287553213	-39175.688606396456	-39184.77398719356	1560209716.2879167
5000	2	33	7	1039	0.0	-41737.67014905724	-41744.22139810854	-41747.61092577061	-41748.815351714	1560211360.0026672
5000	2	33	7	1040	0.2	-37212.8430814131	-37225.51223372479	-38771.27568960056	-38771.377729460226	1560210584.366988
5000	2	33	7	1041	0.4	-37926.03929779197	-37936.951179831965	-37970.48934203271	-37970.50510966123	1560210833.1554148
5000	2	33	7	1042	0.6	-40709.197870843884	-40716.892264001945	-40719.595516328336	-40720.71650703404	1560210964.8439436
5000	2	33	7	1043	0.8	-39284.918279235215	-39294.14290994074	-39296.997754175725	-39300.220156508396	1560210674.4656072
5000	2	33	7	1044	1.0	-36401.580875464046	-36411.02777378437	-36413.256636542115	-36413.8475112357	1560209901.4129007
5000	2	34	11	1045	0.0	-40420.41892140797	-40425.60498881512	-40419.64999188564	-40424.612942770575	1560210641.7067559
5000	2	34	11	1046	0.2	-37006.109933821135	-37017.261679526586	-37017.7935188946	-37019.14200158198	1560212814.9579127
5000	2	34	11	1047	0.4	-36911.92342778314	-36921.73710353183	-36919.39540540453	-36923.251174407575	1560210931.1460326
5000	2	34	11	1048	0.6	-37920.68015456932	-37923.856999709256	-37926.80212075326	-37928.719405967255	1560210321.6590261
5000	2	34	11	1049	0.8	-36019.99726094312	-36034.25372195789	-36030.27949412	-36038.98280308853	1560210407.7967072
5000	2	34	11	1050	1.0	-36390.79810879822	-36404.812997132096	-36398.01389221875	-36408.59776008754	1560209935.1081092
100	3	0	19	1051	0.0	-789.2004413971613	-801.8813892220071	-798.1970908764588	-808.1342679337806	1560209903.8890483
100	3	0	19	1052	0.2	-835.738763170919	-844.7384914321706	-841.2222993855468	-846.5706358507512	1560210038.7453628
100	3	0	19	1053	0.4	-799.4227214269757	-810.0733512978902	-800.6286547242123	-808.7507899107837	1560209922.4414139
100	3	0	19	1054	0.6	-798.4798818018021	-813.37701816843	-808.8778106792571	-816.5887362295996	1560210064.9658644
100	3	0	19	1055	0.8	-800.5016033937251	-809.3551335887427	-802.2518414889272	-811.7445570105314	1560209966.816605
100	3	0	19	1056	1.0	-794.3460461206827	-805.1533840642962	-806.6467206328739	-811.5947236616469	1560209928.8806741
100	3	1	8	1057	0.0	-739.5429207266948	-749.1348914525228	-747.6544959142636	-753.2482818965126	1560209998.5740318
100	3	1	8	1058	0.2	-790.9561166606347	-802.0500872667823	-808.4767235020227	-810.5132410576725	1560210042.2649164
100	3	1	8	1059	0.4	-726.5990615731462	-735.1034590538644	-740.0291777217253	-742.0859786327345	1560210022.3536894
100	3	1	8	1060	0.6	-848.4815574285872	-861.7029560582886	-863.6229008448279	-869.7297070276503	1560210016.4778218
100	3	1	8	1061	0.8	-795.3592286558877	-803.4439091153827	-811.2740408407777	-814.678355583436	1560210021.4624915
100	3	1	8	1062	1.0	-752.7687910550561	-765.0366587761421	-764.3983873558933	-768.2202969797013	1560210053.529839
100	3	2	6	1063	0.0	-805.48499278161	-817.538350849803	-822.5664182970767	-825.9954543704257	1560210148.3759046
100	3	2	6	1064	0.2	-800.4283669959736	-809.9482780003793	-812.4381968373488	-815.6726969160228	1560210195.7810457
100	3	2	6	1065	0.4	-834.5040988078157	-842.2923585577303	-845.2164506202389	-848.3016402922738	1560210043.5013628
100	3	2	6	1066	0.6	-698.1681285855002	-704.2080517629311	-706.1546206344826	-710.3490859992095	1560210105.0747044
100	3	2	6	1067	0.8	-717.2459361129021	-729.9750712024132	-733.9556461787786	-737.5303242870824	1560210153.169773
100	3	2	6	1068	1.0	-699.8877248273275	-711.0448291502103	-715.1338383595906	-717.2528984345123	1560210078.7044873
100	3	3	8	1069	0.0	-764.4476786696004	-778.4502898275157	-779.6072259153467	-788.7577609763067	1560210115.6877968
100	3	3	8	1070	0.2	-779.8648444169438	-790.990886572257	-798.4274433632547	-803.9000845402438	1560210126.1950989
100	3	3	8	1071	0.4	-805.269633862114	-822.1992041219354	-830.8095004230333	-834.0441006702222	1560210130.8295004
100	3	3	8	1072	0.6	-824.7979019090709	-829.0555594326695	-830.8127914360555	-832.6650391318283	1560210100.3819559
100	3	3	8	1073	0.8	-751.6664961868535	-763.6321635998027	-761.7134829161232	-766.0111583579124	1560210120.5429468
100	3	3	8	1074	1.0	-728.6670962616496	-742.5731765129531	-740.6878665804747	-746.6593740038347	1560210093.4808824
100	3	4	10	1075	0.0	-802.5243216906365	-818.6416054058348	-814.4116940849252	-824.3533267099087	1560210191.8444548
100	3	4	10	1076	0.2	-856.0608990687406	-867.9348165569617	-865.8504719154454	-872.2519336904018	1560210280.0699196
100	3	4	10	1077	0.4	-736.7815510591494	-743.8709012414827	-745.9277075094832	-753.3127482847308	1560210129.3876247
100	3	4	10	1078	0.6	-732.1866310217174	-741.1131802183473	-741.4092446437107	-746.6709642679658	1560210167.31607
100	3	4	10	1079	0.8	-803.2654175387011	-813.0855225098361	-812.4865662792661	-818.3710882445508	1560210174.2704911
100	3	4	10	1080	1.0	-700.0648312230777	-712.7134282366982	-715.1667622026474	-721.0905857738147	1560210157.0867426
100	3	5	14	1081	0.0	-784.3914409176313	-794.5179708278292	-793.3383130868705	-800.0733808528337	1560210216.1759145
100	3	5	14	1082	0.2	-842.724533516504	-853.2417826215367	-849.4878547454048	-853.5968818822231	1560210190.8628314
100	3	5	14	1083	0.4	-773.4199471112133	-789.0543944098742	-778.907051762599	-789.1227347878731	1560210196.616203
100	3	5	14	1084	0.6	-751.8978467380767	-765.4263905444773	-761.8002863710036	-769.6293813778094	1560210245.9799166
100	3	5	14	1085	0.8	-769.8031011814566	-777.8495354426207	-773.0897648643232	-779.9266381056184	1560210206.655248
100	3	5	14	1086	1.0	-818.8720184820688	-827.1344533532059	-822.278902395596	-829.326846935295	1560210176.5295098
100	3	6	6	1087	0.0	-714.8228968833006	-720.6865656789982	-723.1458088144337	-728.073167729513	1560210236.5547333
100	3	6	6	1088	0.2	-819.6220270450045	-826.9175225519705	-837.5653597979629	-838.5563172248873	1560210382.4873152
100	3	6	6	1089	0.4	-762.4164539888192	-775.2481378591579	-775.4287687583625	-779.4409265131502	1560210233.440386
100	3	6	6	1090	0.6	-749.5452454205433	-766.6409186653067	-768.0312050106372	-775.1094965611333	1560210225.3029091
100	3	6	6	1091	0.8	-743.22290961041	-754.4855636693793	-757.7539284292714	-761.8878637870799	1560210218.8365161
100	3	6	6	1092	1.0	-707.7791434803755	-719.2481150669229	-718.8296737801105	-723.2795443916832	1560210202.367409
100	3	7	4	1093	0.0	-808.6507246137285	-821.6012946708885	-826.3175013720801	-830.1805527918215	1560210252.9662597
100	3	7	4	1094	0.2	-781.8294743048117	-798.0720216635776	-804.6497602053979	-809.945552347094	1560210251.0909786
100	3	7	4	1095	0.4	-785.4515472857091	-797.6860806481129	-804.4110016175581	-807.5626626967738	1560210253.142085
100	3	7	4	1096	0.6	-607.0333322885906	-611.9600141991617	-613.7382669365749	-616.4292907589064	1560210239.9623942
100	3	7	4	1097	0.8	-717.4670851028508	-725.5271644398315	-733.6562156910269	-735.6231342678516	1560210242.3873532
100	3	7	4	1098	1.0	-756.8896117631191	-772.1105681291768	-773.7718333315794	-779.5886584054248	1560210226.1143155
100	3	8	7	1099	0.0	-735.5493792599586	-742.888624398441	-748.3127177651179	-750.1685067946977	1560210265.4765685
100	3	8	7	1100	0.2	-772.7368294988228	-786.8240680951458	-792.0509610642215	-795.8735074435846	1560210277.119341
100	3	8	7	1101	0.4	-819.1039644530375	-831.9977688354371	-839.8414328084697	-843.7390653136043	1560210320.716936
100	3	8	7	1102	0.6	-750.182513596521	-767.90826402885	-767.9507067313838	-775.1883369037503	1560210292.221506
100	3	8	7	1103	0.8	-722.3479703452957	-727.822355373961	-731.54646799463	-733.9579138764201	1560210316.218592
100	3	8	7	1104	1.0	-737.9159281193083	-757.8880185973087	-757.3125717742972	-765.2122356895691	1560210251.4766028
100	3	9	9	1105	0.0	-814.2006021944388	-826.0506240257898	-831.3398143113286	-835.9298606477797	1560210313.0509095
100	3	9	9	1106	0.2	-769.4141872598942	-782.0798726404422	-782.1863664387479	-788.2287573177582	1560210326.1963472
100	3	9	9	1107	0.4	-822.3235025429046	-840.0345002497269	-843.3836895055264	-851.7574946756388	1560210295.9902375
100	3	9	9	1108	0.6	-793.5039739924985	-806.4637602867108	-811.3597052330424	-813.4765603184227	1560210328.0921388
100	3	9	9	1109	0.8	-744.3679500299057	-756.9075773852263	-760.930646503592	-764.4417107874426	1560210301.6295183
100	3	9	9	1110	1.0	-780.4896990948688	-791.3183232749341	-791.7323642811249	-794.9726527367911	1560210290.4790645
100	3	10	9	1111	0.0	-839.7050445095715	-847.2163113759856	-846.8119615057622	-850.9436998232018	1560210364.8388035
100	3	10	9	1112	0.2	-765.6958779135889	-777.3276059655743	-776.2869135909427	-783.3747750443891	1560210333.0971193
100	3	10	9	1113	0.4	-833.8596645008367	-842.6783800545508	-845.0242036691188	-849.0446810361583	1560210329.5846224
100	3	10	9	1114	0.6	-769.1981622633408	-782.8877103069913	-785.7166901190355	-790.9990584404828	1560210316.7922606
100	3	10	9	1115	0.8	-807.5940785172397	-821.3476421808463	-827.8650226201262	-833.4848823388206	1560210359.2008712
100	3	10	9	1116	1.0	-770.6911776931375	-781.3165186560681	-779.2115785023898	-783.1901143029143	1560210341.2870107
100	3	11	6	1117	0.0	-824.83172919511	-831.7569355198789	-837.6652178269666	-840.3767815143228	1560210408.2668881
100	3	11	6	1118	0.2	-822.273047054274	-837.1399574946981	-843.1469314025229	-844.3863723831777	1560210466.9642582
100	3	11	6	1119	0.4	-816.596095306822	-826.6971996614528	-833.7577431275575	-836.9495721906363	1560210425.9889681
100	3	11	6	1120	0.6	-785.3722848822632	-799.0939208609773	-800.9678734955652	-806.3574374859738	1560210362.7890399
100	3	11	6	1121	0.8	-789.2792920571094	-804.1902947496213	-807.6929757718291	-812.5005625167652	1560210352.1552603
100	3	11	6	1122	1.0	-815.0417013793266	-823.7613720411817	-825.1082602101798	-828.3345513474169	1560210350.994913
100	3	12	7	1123	0.0	-833.5121634118923	-845.7012196431842	-842.6900228909905	-851.4661344682142	1560210377.0672078
100	3	12	7	1124	0.2	-808.8982354042572	-820.9941357587071	-822.7856912601153	-828.6881112894459	1560210374.2330165
100	3	12	7	1125	0.4	-802.0103929682199	-813.5040083640716	-813.0191422738094	-816.272811018159	1560210403.8585968
100	3	12	7	1126	0.6	-815.9579197109189	-834.4750167231157	-837.0994411188773	-840.9840156139144	1560210408.6203196
100	3	12	7	1127	0.8	-794.6924303478286	-808.1175281953381	-810.2056027052855	-815.4369008646747	1560210413.3677661
100	3	12	7	1128	1.0	-817.8453365945403	-839.6218491249042	-845.8450852584839	-855.2632989618576	1560210358.7806456
100	3	13	9	1129	0.0	-813.2665995944632	-823.6843655007782	-827.3945854665329	-830.0408280791073	1560210418.909489
100	3	13	9	1130	0.2	-753.0481734541617	-760.400973502381	-763.735131191564	-768.314447356805	1560210421.1115165
100	3	13	9	1131	0.4	-745.3032383202284	-755.6741957915666	-752.3025980229338	-759.5764847246704	1560210423.92344
100	3	13	9	1132	0.6	-721.5875225962205	-726.3143710485092	-726.4093872239778	-728.2241605210237	1560210442.1935825
100	3	13	9	1133	0.8	-725.2486144650131	-739.9636689786363	-732.7689900662996	-742.1073152578357	1560210505.1862535
100	3	13	9	1134	1.0	-767.4374016646375	-779.6662745782304	-782.1489276193957	-786.8429746583465	1560210439.9158819
100	3	14	12	1135	0.0	-686.8313233482749	-696.9739394366493	-695.2998558164912	-698.8186879994875	1560210492.9968615
100	3	14	12	1136	0.2	-787.2779896146997	-799.5082852890544	-798.2010551540732	-806.8275553394011	1560210430.6133902
100	3	14	12	1137	0.4	-752.2156614453522	-758.0717317917474	-754.3386750292073	-755.8439756664559	1560210430.262413
100	3	14	12	1138	0.6	-681.9938895167584	-692.9386157846836	-694.4040553580818	-697.0604926312495	1560210413.7915142
100	3	14	12	1139	0.8	-780.2105665079497	-788.3160393905672	-789.1868267688368	-791.7141582379237	1560210396.542725
100	3	14	12	1140	1.0	-787.2902029422576	-808.0311589186493	-803.7972486513601	-815.8473311179141	1560210410.023251
100	3	15	12	1141	0.0	-842.3957965014722	-858.9950728379761	-858.9266788876249	-863.8095532848074	1560210479.9778116
100	3	15	12	1142	0.2	-806.0633576390843	-820.0949294109928	-819.1487016130429	-826.3150339925613	1560210532.2155976
100	3	15	12	1143	0.4	-823.8568075201322	-839.3606172151245	-842.2604710306979	-849.1731650008279	1560210506.1903265
100	3	15	12	1144	0.6	-831.1254313387959	-840.3664340605371	-836.2905101597383	-843.6756841470583	1560210451.293304
100	3	15	12	1145	0.8	-837.1981175311653	-848.8151664155873	-848.8667438435574	-854.7538518785632	1560210482.1251671
100	3	15	12	1146	1.0	-750.0369878766031	-760.0812700857882	-766.6642076069327	-770.890359628563	1560210441.7895093
100	3	16	8	1147	0.0	-807.5168885159662	-818.7111471237607	-816.5670960468651	-823.8356470283725	1560210493.332281
100	3	16	8	1148	0.2	-712.0682417137532	-723.2562967641785	-723.3089869505626	-731.6281836011168	1560210488.9559395
100	3	16	8	1149	0.4	-812.7444643752086	-825.1938538854324	-829.7041350657016	-833.0883753824762	1560210479.2836983
100	3	16	8	1150	0.6	-790.3033625336232	-807.3073945100958	-810.136769032438	-815.6508289595099	1560210483.660268
100	3	16	8	1151	0.8	-773.5098816531975	-786.9968224422834	-790.4969723687013	-794.7689204508412	1560210485.3758569
100	3	16	8	1152	1.0	-764.4947947125264	-778.7707260586815	-778.127532921062	-783.9219268707816	1560210456.4408808
100	3	17	10	1153	0.0	-821.2968975250373	-835.2883471808283	-841.0995957752098	-843.8542575276465	1560210541.798893
100	3	17	10	1154	0.2	-836.1973441716466	-849.8258913364692	-848.6133995634369	-858.9253720960405	1560210503.9583085
100	3	17	10	1155	0.4	-785.3001529937125	-795.5081395438292	-798.2181884096692	-803.8067203864287	1560210507.8007627
100	3	17	10	1156	0.6	-819.7759782044928	-837.9468343401362	-837.0605165035588	-847.3935455144423	1560210496.230652
100	3	17	10	1157	0.8	-792.2243697252893	-799.2792419518761	-797.8688709529436	-806.008996437345	1560210506.8817952
100	3	17	10	1158	1.0	-732.5015773921808	-737.6284779138074	-738.6526435950507	-741.8676079212743	1560210470.8217027
100	3	18	18	1159	0.0	-767.81498259588	-772.9836835694348	-772.2399579487602	-775.393161931094	1560210554.2172182
100	3	18	18	1160	0.2	-755.5480891793538	-763.190478027265	-758.478005032519	-764.0846378973828	1560210523.6590002
100	3	18	18	1161	0.4	-824.8129126152149	-836.0821055737183	-829.6261168116455	-837.3371344321939	1560210524.1687315
100	3	18	18	1162	0.6	-793.3253775884082	-810.5081807528661	-806.8487545207785	-816.1938673977637	1560210535.0706165
100	3	18	18	1163	0.8	-768.9682099328115	-777.8231138660854	-773.4679126927028	-781.031388368918	1560210513.0808032
100	3	18	18	1164	1.0	-775.3258941916841	-792.8565353405019	-784.499296773506	-796.6782938800387	1560210483.1474168
100	3	19	12	1165	0.0	-809.7450083815829	-824.6061077543292	-828.035956260744	-833.7784829284503	1560210546.6909761
100	3	19	12	1166	0.2	-778.8818505016492	-795.6587695405136	-791.624246312743	-801.2456547861675	1560210550.328469
100	3	19	12	1167	0.4	-803.0929292366513	-816.018664964541	-816.6215251557051	-822.2882313847995	1560210628.6068363
100	3	19	12	1168	0.6	-787.5574461696648	-803.2036669408081	-801.6001969078598	-809.8940707257563	1560210525.310422
100	3	19	12	1169	0.8	-778.188149268015	-785.8026047033217	-791.4379701883424	-795.7496437965127	1560210516.8156219
100	3	19	12	1170	1.0	-716.396309485074	-729.7823282793562	-730.2501913805795	-735.7744311083943	1560210489.5571368
100	3	20	7	1171	0.0	-714.5070461984901	-723.2257639835648	-727.3848674764713	-730.2649751750736	1560210533.9280813
100	3	20	7	1172	0.2	-813.5853406595596	-823.9820079573901	-828.3677392696183	-830.7943256511877	1560210535.2025287
100	3	20	7	1173	0.4	-778.5065622684659	-787.9948699538687	-790.1139805787808	-793.5035639704872	1560210521.2771387
100	3	20	7	1174	0.6	-692.9664635739942	-698.935601002884	-695.96718553291	-700.3389221948828	1560210589.0361693
100	3	20	7	1175	0.8	-711.7991340916827	-715.7954700682387	-718.7301709906998	-723.2779469291314	1560210532.4227166
100	3	20	7	1176	1.0	-750.6356198723822	-764.6115754900037	-764.4447946592517	-770.4771445161848	1560210522.5420713
100	3	21	16	1177	0.0	-777.9734331617302	-792.2577791785517	-791.4204009902251	-798.5768673810004	1560210577.2535477
100	3	21	16	1178	0.2	-751.4820356683847	-759.1736915636238	-761.0240656271527	-764.4401053771918	1560210572.7201078
100	3	21	16	1179	0.4	-771.431902492677	-785.8219040186268	-777.6070497229146	-789.6483559724959	1560210567.496174
100	3	21	16	1180	0.6	-747.59729101105	-757.1522849632638	-756.0557685486401	-760.6635183220952	1560210573.4784033
100	3	21	16	1181	0.8	-710.869904877309	-722.8281335297715	-719.3018730743747	-727.3810426246641	1560210558.8790956
100	3	21	16	1182	1.0	-770.6215245204597	-784.288380329517	-781.9121384931833	-788.9287713642683	1560210536.573461
100	3	22	5	1183	0.0	-834.6204121228354	-842.8341457737795	-847.9607600725708	-852.4508600169362	1560210721.648691
100	3	22	5	1184	0.2	-764.0473984319327	-781.9115884537305	-786.0934029164982	-789.0477400211903	1560210581.5154738
100	3	22	5	1185	0.4	-741.9298516235008	-751.2068611561044	-750.0522690108821	-755.2766614012583	1560210642.9688544
100	3	22	5	1186	0.6	-786.8240656367818	-798.9321285981425	-801.7652609238503	-804.768659625501	1560210572.3772948
100	3	22	5	1187	0.8	-754.3371894742984	-769.4928135830725	-776.3237664343146	-780.303772084283	1560210583.2279847
100	3	22	5	1188	1.0	-795.7444668518431	-807.2150117038817	-813.5645790389317	-815.4823672111223	1560210553.5787888
100	3	23	4	1189	0.0	-806.805906039629	-816.4146331326051	-818.9630849052933	-822.2310688902653	1560210580.101842
100	3	23	4	1190	0.2	-829.7448053304837	-838.8032247207015	-848.6991586219657	-851.4108965352574	1560210662.0244865
100	3	23	4	1191	0.4	-666.8904946261907	-673.4580432695852	-675.5594648364734	-677.3595248027477	1560210587.277809
100	3	23	4	1192	0.6	-806.2645321105596	-816.9291460994319	-821.828798531773	-823.0289625959946	1560210694.3180525
100	3	23	4	1193	0.8	-739.5235263648398	-751.3318329964501	-757.0027262595395	-758.3379245457128	1560210586.2954981
100	3	23	4	1194	1.0	-738.519267291525	-749.3753116707171	-751.0317274482487	-755.0864542211277	1560210558.9943414
100	3	24	7	1195	0.0	-809.758473128549	-821.1120150830153	-822.7943083143332	-826.453934503849	1560210621.3099532
100	3	24	7	1196	0.2	-716.4695389912096	-723.8758475845233	-727.280228199167	-731.3525806859493	1560210730.4095156
100	3	24	7	1197	0.4	-787.6046112852346	-801.1922808841362	-795.3114840680827	-803.1787060612038	1560210602.2607174
100	3	24	7	1198	0.6	-770.4887985038873	-783.1872518105707	-782.0527144376995	-786.8407896928046	1560210625.778325
100	3	24	7	1199	0.8	-772.5098261931786	-780.8283880562517	-782.9063235464453	-785.726707206004	1560210623.4664497
100	3	24	7	1200	1.0	-710.455488129104	-717.1480264991462	-721.338985797306	-724.2919249195867	1560210573.467766
100	3	25	13	1201	0.0	-830.1763842745066	-839.0437507415817	-837.7772373284639	-844.6769682902831	1560210743.9603016
100	3	25	13	1202	0.2	-794.3995075445877	-808.8709635571655	-806.7578488166299	-816.5763406426762	1560210593.2815952
100	3	25	13	1203	0.4	-700.5233309405303	-709.9862728348894	-708.5205720769687	-712.5485866564197	1560210622.6595614
100	3	25	13	1204	0.6	-776.2586817043845	-791.0318666835096	-784.2803877189496	-793.8608617068107	1560210611.2295911
100	3	25	13	1205	0.8	-764.7053403959712	-775.0546459245164	-780.9479059464461	-784.2421296010336	1560210668.3006299
100	3	25	13	1206	1.0	-811.0837503756592	-828.2384841048329	-828.7929799539394	-835.9218653112903	1560210596.7523801
100	3	26	15	1207	0.0	-741.0282007820452	-748.540364529785	-747.428661422426	-752.0351037812152	1560210683.2388895
100	3	26	15	1208	0.2	-822.570683976174	-837.7397200219951	-834.9927138766025	-844.5382770102318	1560210629.1158173
100	3	26	15	1209	0.4	-811.923328853377	-821.1220000840443	-820.9975374946729	-826.4659427942149	1560210634.7205808
100	3	26	15	1210	0.6	-719.9061949491518	-735.1512789544423	-730.5676283000133	-740.6841528654367	1560210612.2596593
100	3	26	15	1211	0.8	-776.8274218058998	-789.4250890562405	-791.9347256466436	-796.9612254586099	1560210652.5189898
100	3	26	15	1212	1.0	-727.8805334957318	-733.0536867723322	-735.0319141878424	-737.6772091485462	1560210617.9047391
100	3	27	14	1213	0.0	-782.3607402469638	-786.3551254165691	-788.5896393035557	-790.2778694242453	1560210703.4893212
100	3	27	14	1214	0.2	-818.677918163662	-830.7557983312556	-825.3892120087172	-833.4792047975823	1560210682.7078037
100	3	27	14	1215	0.4	-801.5169945680341	-814.1297439872392	-814.9335279899462	-821.1394735998088	1560210642.673901
100	3	27	14	1216	0.6	-772.9318002101402	-786.9154457226716	-779.9330885645517	-789.4345262292265	1560210636.906194
100	3	27	14	1217	0.8	-711.0030262886992	-722.7884211967993	-716.2293361132056	-725.5836849897076	1560210653.0276036
100	3	27	14	1218	1.0	-781.5495007815654	-796.6825955897714	-793.208018246825	-802.1340952656502	1560210626.6299772
100	3	28	17	1219	0.0	-816.3263934585779	-827.1214828103525	-824.3266790692952	-832.1635741142164	1560210660.086964
100	3	28	17	1220	0.2	-796.0316343879293	-808.2486153821883	-803.7475372527034	-811.9195548942225	1560210753.9292
100	3	28	17	1221	0.4	-750.2825212406151	-762.037269790569	-755.7301276138232	-765.0208476646018	1560210670.3203735
100	3	28	17	1222	0.6	-816.2472068282816	-828.7368014596065	-824.2919459788228	-833.3068097736676	1560210668.134282
100	3	28	17	1223	0.8	-714.6907549513062	-726.0150583116258	-722.5155736806427	-729.10717098853	1560210687.7759142
100	3	28	17	1224	1.0	-797.3116957930281	-807.6662916207082	-809.6312374935071	-814.7924975669658	1560210660.7795017
100	3	29	9	1225	0.0	-790.7215789318482	-799.147998155038	-794.7395604839072	-800.4936389540081	1560210736.3139207
100	3	29	9	1226	0.2	-749.5702991254267	-762.1044144116862	-760.796953799149	-768.3071230450357	1560210746.4378514
100	3	29	9	1227	0.4	-742.411094372352	-756.0910565005531	-757.1271788227327	-763.5491952425238	1560210666.6233792
